name,description,wikipedia_url,wikidata_id,birth_date,death_date,cause_of_death,manner_of_death,age_status,minimum_lifespan_days,maximum_lifespan_days,possible_age_range,occupations,wikipedia_cause_of_death,wikipedia_cause_of_death_qids,wikipedia_manner_of_death,wikipedia_manner_of_death_qids,wikipedia_occupations,wikipedia_occupation_qids,wikipedia_death_review_status
Isabella of England,Holy Roman Empress,https://en.wikipedia.org/wiki/Isabella_of_England,Q237858,1214,1241-12-08,puerperal disorders,natural causes,possible,9839,10203,"26 years, 342 days to 27 years, 341 days",queen,,,,,,,
"Infante Fernando, Lord of Serpa",Portuguese infante,"https://en.wikipedia.org/wiki/Fernando,_Lord_of_Serpa",Q3068701,1218,1246-01-26,,,possible,9888,10252,"27 years, 26 days to 28 years, 25 days",,,,,,,,
Umiliana de' Cerchi,Italian religious,https://en.wikipedia.org/wiki/Umiliana_de%27_Cerchi,Q4003536,1219,1246-05-19,,,possible,9636,10000,"26 years, 139 days to 27 years, 138 days",Christian nun; religious,,,,,,,
Al-Adil II,Ayyubid Sultan of Egypt 1238–1240,https://en.wikipedia.org/wiki/Al-Adil_II,Q294314,1221,1248-02-16,,,possible,9543,9907,"26 years, 47 days to 27 years, 46 days",politician; ruler,,,,,,,
"William II, Count of Flanders",Count of Flanders,https://en.wikipedia.org/wiki/William_II_of_Flanders,Q28530,1224,1251-06-13,,homicide,possible,9660,10025,"26 years, 164 days to 27 years, 163 days",aristocrat; politician,,,,,,,
William II of Holland,Count of Holland and King of the Romans,https://en.wikipedia.org/wiki/William_II_of_Holland,Q77255,1228-02; 1228-07-26,1256-01-28; 1256-02-04,,death in battle,possible,10040,10237,"27 years, 179 days to 28 years, 10 days",aristocrat,,,,,,,
"Alice de Lusignan, Countess of Surrey",Countess of Surrey,"https://en.wikipedia.org/wiki/Alice_de_Lusignan,_Countess_of_Surrey",Q4726170,1229,1256-02-16,,,possible,9543,9907,"26 years, 47 days to 27 years, 46 days",,,,,,,,
Rukn al-Din Khurshah,Nizari Ismaili Imam,https://en.wikipedia.org/wiki/Rukn_al-Din_Khurshah,Q404123,1230,1257,killing,homicide,possible,9498,10226,"26 years, 1 day to 27 years, 364 days",governor; imam,,,,,,,
"Edmund de Lacy, Baron of Pontefract",English noble,"https://en.wikipedia.org/wiki/Edmund_de_Lacy,_Baron_of_Pontefract",Q5339948,1230,1257; 1258,,,possible,9505,10591,"26 years, 8 days to 28 years, 364 days",aristocrat,,,,,,,
Sancho of Castile,,https://en.wikipedia.org/wiki/Sancho_of_Castile_(bishop),Q3948085,1233,1261-11-03,,,possible,10169,10533,"27 years, 307 days to 28 years, 306 days",Catholic priest,,,,,,,
"Christina of Norway, Infanta of Castile",Norwegian princess and Infanta of Castile,"https://en.wikipedia.org/wiki/Christina_of_Norway,_Infanta_of_Castile",Q1796659,1234,1262,,,possible,9863,10591,"27 years, 1 day to 28 years, 364 days",,,,,,,,
"Álvaro, Count of Urgell",Count of Urgell,"https://en.wikipedia.org/wiki/%C3%81lvaro,_Count_of_Urgell",Q6745899,1239-03,1267,,,possible,10131,10525,"27 years, 269 days to 28 years, 298 days",,,,,,,,
Margaret of Hungary,Hungarian princess and saint,https://en.wikipedia.org/wiki/Margaret_of_Hungary_(saint),Q232031,1242-02-03,1270-01-25,,,confirmed,10218,10218,"27 years, 356 days",religious sister,,,,,,,
Fujiwara no Saneko,Empress consort of Emperor Kameyama of Japan,https://en.wikipedia.org/wiki/Fujiwara_no_Saneko,Q10380962,1245,1272-09-09,,,possible,9749,10113,"26 years, 253 days to 27 years, 252 days",empress consort,,,,,,,
"Abel, Lord of Langeland","Lord of Langeland, part of the royal family","https://en.wikipedia.org/wiki/Abel,_Lord_of_Langeland",Q4666520,1252,1279-04-09,,,possible,9595,9960,"26 years, 99 days to 27 years, 98 days",,,,,,,,
Hedwig of Habsburg,"Margravine of Brandenburg from 1279 until 1285/1286, by her marriage with the Ascanian margrave Otto VI of Brandenburg-Salzwedel",https://en.wikipedia.org/wiki/Hedwig_of_Habsburg,Q2506140,1257,1285,,,possible,9863,10591,"27 years, 1 day to 28 years, 364 days",royalty,,,,,,,
Ladislaus IV of Hungary,King of Hungary,https://en.wikipedia.org/wiki/Ladislaus_IV_of_Hungary,Q156147,1262-08-12,1290-07-17,,,confirmed,10201,10201,"27 years, 339 days",monarch; politician,,,,,,,
Darmabala,Yuan dynasty prince,https://en.wikipedia.org/wiki/Darmabala,Q846141,1264-07-06,1292-06-01,,homicide,confirmed,10192,10192,"27 years, 331 days",politician,,,,,,,
Jaromar,Bishop of Cammin,https://en.wikipedia.org/wiki/Jaromar_(bishop),Q538799,1267,1294,,,possible,9498,10226,"26 years, 1 day to 27 years, 364 days",Catholic bishop; Catholic priest,,,,,,,
"Louis III, Duke of Bavaria",Duke of Lower Bavaria,"https://en.wikipedia.org/wiki/Louis_III,_Duke_of_Bavaria",Q64326,1269-02-16,1296-05-20,,,confirmed,9955,9955,"27 years, 94 days",aristocrat,,,,,,,
Thoros III,King of Armenia,https://en.wikipedia.org/wiki/Thoros_III,Q888141,1270; 1271,1298-07-30,,homicide,possible,9708,10437,"26 years, 211 days to 28 years, 210 days",sovereign,,,,,,,
Nijō Tamemichi,a Japanese courtier and waka poet of the late Kamakura period,https://en.wikipedia.org/wiki/Nij%C5%8D_Tamemichi,Q42656570,1271,1299-06-11,,,possible,10031,10395,"27 years, 169 days to 28 years, 168 days",poet,,,,,,,
"Margaret, Countess of Anjou",French noble,"https://en.wikipedia.org/wiki/Margaret,_Countess_of_Anjou",Q241350,1273,1300-01-07,,,possible,9510,9874,"26 years, 14 days to 27 years, 13 days",aristocrat,,,,,,,
Guy of Lusignan,,https://en.wikipedia.org/wiki/Guy_(son_of_Hugh_III_of_Cyprus),Q1553738,1275,1303,,,possible,9855,10583,"26 years, 358 days to 28 years, 356 days",,,,,,,,
Ichijō Uchisane,Court noble,https://en.wikipedia.org/wiki/Ichij%C5%8D_Uchisane,Q3147662,1276,1304-01-21,,,possible,9882,10247,"27 years, 21 days to 28 years, 20 days",kugyō,,,,,,,
Bartolomeo I della Scala,lord of Verona,https://en.wikipedia.org/wiki/Bartolomeo_I_della_Scala,Q733418,1277,1304-03-07,,,possible,9555,9919,"26 years, 59 days to 27 years, 58 days",condottiero,,,,,,,
"Blanche of France, Duchess of Austria",French princess,"https://en.wikipedia.org/wiki/Blanche_of_France,_Duchess_of_Austria",Q455035,1278,1305-03-01,,,possible,9556,9920,"26 years, 60 days to 27 years, 59 days",aristocrat,,,,,,,
Christopher Seton,Scottish noble,https://en.wikipedia.org/wiki/Christopher_Seton,Q5113219,1278,1306,,,possible,9862,10590,"27 years, 1 day to 28 years, 364 days",,,,,,,,
Nigel de Brus,Scottish noble,https://en.wikipedia.org/wiki/Neil_de_Brus,Q7032743,1279,1306-09,"hanged, drawn, quartered and decapitated",capital punishment,possible,9740,10133,"26 years, 244 days to 27 years, 272 days",,,,,,,,
"Albert III, Duke of Saxe-Lauenburg",German duke,https://en.wikipedia.org/wiki/Albert_III_of_Saxe-Lauenburg,Q2084639,1281,1308,,,possible,9496,10225,"26 years, 1 day to 27 years, 365 days",aristocrat,,,,,,,
Blanche of Anjou,Queen consort of Aragon,https://en.wikipedia.org/wiki/Blanche_of_Anjou,Q167180,1283,1310-10-21,puerperal disorders,natural causes,possible,9791,10155,"26 years, 294 days to 27 years, 293 days",politician,,,,,,,
Abu-l-Baqà Khàlid,14th-century Hafsid ruler (r. 1309–1311),https://en.wikipedia.org/wiki/Abu-l-Baqa_Khalid_An-Nasr,Q11903928,1283,1311,,,possible,9863,10591,"27 years, 1 day to 28 years, 364 days",,,,,,,,
Alboino I della Scala,Lord of Verona,https://en.wikipedia.org/wiki/Alboino_I_della_Scala,Q322127,1284,1311-12-07,,,possible,9844,10209,"26 years, 349 days to 27 years, 348 days",condottiero,,,,,,,
"Piers Gaveston, 1st Earl of Cornwall",Favourite of King Edward II of England,"https://en.wikipedia.org/wiki/Piers_Gaveston,_1st_Earl_of_Cornwall",Q710482,1284,1312-06-27,decapitation,homicide,possible,10047,10412,"27 years, 187 days to 28 years, 186 days",politician,,,,,,,
John de Burgh,English nobleman,https://en.wikipedia.org/wiki/John_de_Burgh_(died_1313),Q2739178,1286,1313-06-26,,,possible,9681,10045,"26 years, 185 days to 27 years, 184 days",,,,,,,,
"Gaston I, Count of Foix",Noble from Bearn,https://en.wikipedia.org/wiki/Gaston_I_of_Foix,Q726943,1287,1315-12-21,,,possible,10217,10581,"27 years, 355 days to 28 years, 354 days",aristocrat,,,,,,,
Viola of Teschen,queen of Bohemia,https://en.wikipedia.org/wiki/Viola_of_Teschen,Q438477,1290,1317-09-21,,,possible,9760,10124,"26 years, 264 days to 27 years, 263 days",queen regnant,,,,,,,
"Catherine of Austria, Duchess of Calabria",German noble,"https://en.wikipedia.org/wiki/Catherine_of_Austria,_Duchess_of_Calabria",Q2025247,1295-10,1323-01-18,,,confirmed,9940,9970,"27 years, 79 days to 27 years, 109 days",aristocrat,,,,,,,
Kunga Lotro Gyaltsen,politician,https://en.wikipedia.org/wiki/Kunga_Lotro_Gyaltsen,Q1797079,1299,1327,,,possible,9862,10590,"27 years, 1 day to 28 years, 364 days",politician; writer,,,,,,,
Henry the Friendly,son of King Albert I of Germany and Elisabeth of Gorizia-Tyrol,https://en.wikipedia.org/wiki/Henry_the_Friendly,Q569984,1299-05-22,1327-02-03; 1327-02-11,,,confirmed,10111,10127,"27 years, 249 days to 27 years, 265 days",aristocrat,,,,,,,
Saw Yun,King of Sagaing,https://en.wikipedia.org/wiki/Saw_Yun,Q950771,1299,1327-02-05,,,possible,9897,10261,"27 years, 36 days to 28 years, 35 days",monarch,,,,,,,
Constance of Aragon,,"https://en.wikipedia.org/wiki/Constance_of_Aragon,_Princess_of_Villena",Q3687650,1300-04-12,1327-10-19,,,confirmed,10043,10043,"27 years, 182 days",,,,,,,,
Teresa d'Entença,Aragonese queen consort,https://en.wikipedia.org/wiki/Teresa_d%27Enten%C3%A7a,Q2148686,1300,1327-10-28,puerperal disorders,natural causes,possible,9797,10162,"26 years, 301 days to 27 years, 300 days",,,,,,,,
Saw Zein,King of Hanthawaddy Pegu,https://en.wikipedia.org/wiki/Saw_Zein,Q1116577,1303-05,1330,,,possible,9712,10106,"26 years, 215 days to 27 years, 244 days",monarch,,,,,,,
Saw E,king of Hanthawaddy Pegu,https://en.wikipedia.org/wiki/Saw_E,Q661581,1303; 1304,1331,poison,,possible,9497,10591,"26 years, 1 day to 28 years, 364 days",monarch,,,,,,,
"Otto VI or IV, Duke of Bavaria",Duke of Lower Bavaria,"https://en.wikipedia.org/wiki/Otto_IV,_Duke_of_Lower_Bavaria",Q64304,1307-01-11,1334-12-22,,,confirmed,10207,10207,"27 years, 345 days",sovereign,,,,,,,
Moriyoshi-shinnō,Japanese prince in the Nanbokucho period,https://en.wikipedia.org/wiki/Prince_Moriyoshi,Q2288858,1308,1335-08-20,decapitation,extra-judicial killing,possible,9728,10093,"26 years, 232 days to 27 years, 231 days",military personnel; samurai,,,,,,,
Guy of Lusignan,,https://en.wikipedia.org/wiki/Guy_of_Lusignan_(died_1343),Q15927881,1316,1343,,,possible,9497,10226,"26 years, 1 day to 27 years, 364 days",,,,,,,,
Shihab ad-Din Ahmad,Mamluk Sultan of Egypt 1342,"https://en.wikipedia.org/wiki/Al-Nasir_Ahmad,_Sultan_of_Egypt",Q482338,1316,1344-07-24,,,possible,10067,10432,"27 years, 206 days to 28 years, 205 days",politician; ruler,,,,,,,
William II of Hainaut,"Count of Hainaut, Holland and Zeeland",https://en.wikipedia.org/wiki/William_II_of_Hainaut,Q737820,1317,1345-10-04,,death in battle,possible,10139,10503,"27 years, 277 days to 28 years, 276 days",politician,,,,,,,
"Constance of Aragon, Queen of Majorca",Queen of Majorca,"https://en.wikipedia.org/wiki/Constance_of_Aragon,_Queen_of_Majorca",Q774870,1318,1346,,,possible,9863,10591,"27 years, 1 day to 28 years, 364 days",consort,,,,,,,
Naddo Ceccarelli,Italian painter,https://en.wikipedia.org/wiki/Naddo_Ceccarelli,Q1997386,1320,1347,,,possible,9497,10226,"26 years, 1 day to 27 years, 364 days",artist; painter,,,,,,,
María Díaz II de Haro,"Lady of Biscay, Head of House Haro",https://en.wikipedia.org/wiki/Mar%C3%ADa_D%C3%ADaz_II_de_Haro,Q3290937,1320,1348-09-24,,,possible,10129,10494,"27 years, 268 days to 28 years, 267 days",,,,,,,,
Jeanne of Hainault,14th-century French noblewoman,https://en.wikipedia.org/wiki/Jeanne_of_Hainault,Q2020255,1323,1350-12,plague,natural causes,possible,9832,10226,"26 years, 335 days to 27 years, 364 days",politician,,,,,,,
Alice of Norfolk,English noblewoman,https://en.wikipedia.org/wiki/Alice_of_Norfolk,Q4726198,1324,1351-11; 1352-02-07,,,possible,9801,10272,"26 years, 305 days to 28 years, 45 days",,,,,,,,
Gradislav Borilović,Serbian magnate in the service of Stefan Uroš III Dečanski,https://en.wikipedia.org/wiki/Gradislav_Borilovi%C4%87,Q19901979,1325,1352,,,possible,9497,10226,"26 years, 1 day to 27 years, 365 days",,,,,,,,
Charles de La Cerda,French noble,https://en.wikipedia.org/wiki/Charles_de_la_Cerda,Q1066628,1327,1354-01-08,,homicide,possible,9505,9869,"26 years, 8 days to 27 years, 7 days",military personnel; politician,,,,,,,
Nitta Yoshioki,Japanese samurai,https://en.wikipedia.org/wiki/Nitta_Yoshioki,Q3342234,1331,1358-11-11,,,possible,9812,10176,"26 years, 315 days to 27 years, 314 days",samurai,,,,,,,
Cangrande II della Scala,Italian noble,https://en.wikipedia.org/wiki/Cangrande_II_della_Scala,Q704799,1332-06-16,1359-12-22,,homicide,confirmed,10050,10050,"27 years, 189 days",condottiero; politician,,,,,,,
Villana de' Botti,member of the Third Order of Saint Dominic,https://en.wikipedia.org/wiki/Villana_de%27_Botti,Q4012874,1332,1360-01-29,,,possible,9890,10255,"27 years, 29 days to 28 years, 28 days",religious,,,,,,,
María de Padilla,Mistress of Peter of Castile,https://en.wikipedia.org/wiki/Mar%C3%ADa_de_Padilla,Q268050,1334,1361-07,,,possible,9687,10081,"26 years, 190 days to 27 years, 219 days",,,,,,,,
Henry of Opole,Polish nobleman,https://en.wikipedia.org/wiki/Henry_of_Opole,Q613807,1338-08-18,1365-10-23,,,confirmed,9928,9928,"27 years, 66 days",religious role,,,,,,,
Muhammad ben Yaqub,Marinid sultan in 1358 and 1362 to 1366,https://en.wikipedia.org/wiki/Muhammad_II_ibn_Faris,Q953268,1338,1366,,,possible,9863,10591,"27 years, 1 day to 28 years, 364 days",ruler,,,,,,,
Garci Lasso Ruiz de la Vega,Spanish noble,https://en.wikipedia.org/wiki/Garci_Lasso_Ruiz_de_la_Vega,Q5522071,1340,1367-04-10,,,possible,9596,9961,"26 years, 100 days to 27 years, 99 days",,,,,,,,
Motouji Ashikaga,1st Kamakura Kubō of the Ashikaga shogunate,https://en.wikipedia.org/wiki/Ashikaga_Motouji,Q4306921,1340-04-10,1367-06-02,,,confirmed,9914,9914,"27 years, 53 days",samurai,,,,,,,
"John de Mowbray, 4th Baron Mowbray",English Baron,"https://en.wikipedia.org/wiki/John_Mowbray,_4th_Baron_Mowbray",Q6265603,1340-06-24,1368,,,possible,10052,10417,"27 years, 191 days to 28 years, 190 days",military personnel,,,,,,,
Philip II of Piedmont,Count of Piedmont,https://en.wikipedia.org/wiki/Philip_II_of_Piedmont,Q3380046,1340,1368-10,drowning,,possible,10144,10539,"27 years, 283 days to 28 years, 312 days",,,,,,,,
"John Hastings, 2nd Earl of Pembroke",14th century English noble and soldier,"https://en.wikipedia.org/wiki/John_Hastings,_2nd_Earl_of_Pembroke",Q1700394,1347-09-06,1375-04-24,,,confirmed,10092,10092,"27 years, 230 days",military personnel,,,,,,,
Ali of Eretna,third Sultan of the Eretnids,https://en.wikipedia.org/wiki/Ali_of_the_Eretnids,Q123263775,1353,1380,,,possible,9497,10226,"26 years, 1 day to 27 years, 365 days",,,,,,,,
Elizabeth of Slavonia,Latin Empress of Constantinople,https://en.wikipedia.org/wiki/Elizabeth_of_Slavonia,Q770390,1352,1380-04-14,,,possible,9974,10339,"27 years, 113 days to 28 years, 112 days",,,,,,,,
Trần Phế Đế,Emperor of Vietnam,https://en.wikipedia.org/wiki/Tr%E1%BA%A7n_Ph%E1%BA%BF_%C4%90%E1%BA%BF,Q716533,1361,1388,,suicide,possible,9497,10226,"26 years, 1 day to 27 years, 365 days",,,,,,,,
John Chalers,English politician,https://en.wikipedia.org/wiki/John_Chalers,Q16239277,1361,1388,,,possible,9497,10226,"26 years, 1 day to 27 years, 365 days",politician,,,,,,,
Konoe Kanetsugu,kugyō and sessho,https://en.wikipedia.org/wiki/Konoe_Kanetsugu,Q3198713,1360,1388-05-10,,,possible,9992,10357,"27 years, 131 days to 28 years, 130 days",politician,,,,,,,
William Douglas of Nithsdale,Scottish knight and Northern Crusader,https://en.wikipedia.org/wiki/William_Douglas_of_Nithsdale,Q8007952,1364,1391,,homicide,possible,9497,10226,"26 years, 1 day to 27 years, 364 days",sheriff,,,,,,,
"Thomas de Clifford, 6th Baron de Clifford",English nobleman,"https://en.wikipedia.org/wiki/Thomas_Clifford,_6th_Baron_Clifford",Q7795466,1363,1391-10-04,,,possible,10139,10503,"27 years, 277 days to 28 years, 276 days",,,,,,,,
"William de Botreaux, 2nd Baron Botreaux",English Baron,"https://en.wikipedia.org/wiki/William_de_Botreaux,_2nd_Baron_Botreaux",Q8020763,1367,1395-05-25,,,possible,10007,10371,"27 years, 145 days to 28 years, 144 days",,,,,,,,
"John of Luxembourg, Lord of Beauvoir",Count of Brienne,"https://en.wikipedia.org/wiki/John,_Lord_of_Beauvoir",Q479444,1370,1397,,,possible,9498,10226,"26 years, 1 day to 27 years, 364 days",politician,,,,,,,
Muhammad Sultan Mirza,timurid military commander,https://en.wikipedia.org/wiki/Muhammad_Sultan_Mirza,Q12827827,1375,1403-03-22,,,possible,9951,10315,"27 years, 90 days to 28 years, 89 days",,,,,,,,
Harihara II,Vijayanagara Emperor,https://en.wikipedia.org/wiki/Harihara_II,Q707203,1377,1404,,,possible,9497,10226,"26 years, 1 day to 27 years, 365 days",,,,,,,,
Enrique III of Castile,king of Castille,https://en.wikipedia.org/wiki/Henry_III_of_Castile,Q312104,1379-10-12,1407-01-03,,,confirmed,9945,9945,"27 years, 83 days",politician,,,,,,,
Abdul Majid Hassan of Brunei,Sultan of Brunei,https://en.wikipedia.org/wiki/Abdul_Majid_Hassan,Q28652,1380,1408,,,possible,9862,10592,"27 years, 1 day to 28 years, 365 days",politician,,,,,,,
Anne de Bourbon,Countess of Montpensier,https://en.wikipedia.org/wiki/Anne_de_Bourbon,Q565914,1380,1408-09,,,possible,10105,10499,"27 years, 245 days to 28 years, 273 days",,,,,,,,
Ahmad Jalayir,Jalayirid Sultan from 1382 to 1410,https://en.wikipedia.org/wiki/Ahmad_Jalayir,Q1070476,1382,1410-08-31,strangling,,possible,10096,10460,"27 years, 234 days to 28 years, 233 days",astronomer; calligrapher; monarch; patron of the arts; poet; politician; writer,,,,,,,
Nijō Mitsumoto,Japanese noble,https://en.wikipedia.org/wiki/Nij%C5%8D_Mitsumoto,Q3341476,1383,1411-01-30,,,possible,9892,10256,"27 years, 30 days to 28 years, 29 days",politician,,,,,,,
Khalil Sultan,Timurid Sultan,https://en.wikipedia.org/wiki/Khalil_Sultan,Q1367188,1384-09-22,1411-11-13,,,confirmed,9913,9913,"27 years, 52 days",monarch,,,,,,,
Niketa Thopia,Albanian noble,https://en.wikipedia.org/wiki/Niketa_Thopia,Q16205994,1388,1415,,,possible,9497,10226,"26 years, 1 day to 27 years, 364 days",,,,,,,,
Giolla Íosa Mór Mac Fir Bhisigh,Irish historian,https://en.wikipedia.org/wiki/Giolla_%C3%8Dosa_M%C3%B3r_Mac_Fir_Bhisigh,Q5563365,1390,1418,,,possible,9862,10590,"27 years, 1 day to 28 years, 364 days",genealogist; poet,,,,,,,
John Colshull,English Member of Parliament,https://en.wikipedia.org/wiki/John_Colshull_(MP_died_1418),Q28155076,1391,1418-07-05,,,possible,9674,10038,"26 years, 177 days to 27 years, 176 days",politician,,,,,,,
"Richard Scrope, 3rd Baron Scrope of Bolton",English peer,"https://en.wikipedia.org/wiki/Richard_Scrope,_3rd_Baron_Scrope_of_Bolton",Q27493872,1393,1420,,,possible,9496,10225,"26 years, 1 day to 27 years, 365 days",,,,,,,,
"Richard de Beauchamp, 1st Earl of Worcester",English noble,"https://en.wikipedia.org/wiki/Richard_Beauchamp,_1st_Earl_of_Worcester",Q3934908,1394,1422-03-18,,,possible,9938,10302,"27 years, 77 days to 28 years, 76 days",military personnel,,,,,,,
Michelle of Valois,Duchess consort of Burgundy,https://en.wikipedia.org/wiki/Michelle_of_Valois,Q269953,1395-01-19,1422-07-17,,,confirmed,10041,10041,"27 years, 179 days",,,,,,,,
Soyurghatmish ibn Shahrukh,Timurid prince,https://en.wikipedia.org/wiki/Soyurghatmish_Mirza,Q9339169,1398,1426-10-17,,,possible,10151,10515,"27 years, 290 days to 28 years, 289 days",governor,,,,,,,
"Yolande of Aragon, Countess of Niebla","Illegitimate Daughter of Martin I the Young, King of Sicily","https://en.wikipedia.org/wiki/Yolande_of_Aragon,_Countess_of_Niebla",Q774848,1400,1428,,,possible,9862,10591,"27 years, 1 day to 28 years, 365 days",,,,,,,,
Shōkō,emperor of Japan,https://en.wikipedia.org/wiki/Emperor_Sh%C5%8Dk%C5%8D,Q451827,1401-05-21,1428-09-08,,,confirmed,9972,9972,"27 years, 110 days",sovereign,,,,,,,
